event_date,event_timestamp,key,string_value,int_value,float_value
20240501,1714550400123456,page_location,https://example.com/home,, 
20240501,1714550400123456,page_title,Homepage,, 
20240501,1714550401123456,percent_scrolled,,75, 
20240501,1714550402123456,currency,USD,, 
20240501,1714550402123456,item_id,SKU123,, 
20240501,1714550410123456,transaction_id,T12345,, 
20240501,1714550410123456,currency,USD,, 
20240501,1714550410123456,value,, ,49.99
20240502,1714636800123456,page_location,https://example.com/pricing,, 
20240502,1714636800123456,page_title,Pricing Page,, 
20240502,1714636801123456,element_id,cta_signup_button,, 
20240502,1714636802123456,method,email,, 
