date,customer_id,campaign_id,ad_group_id,ad_id,conversion_action_id,conversions,conversion_value,currency
2024-03-10,cust_1001,cmp_2001,adg_3001,ad_4001,conv_9001,50,3250.00,USD
2024-03-10,cust_1001,cmp_2001,adg_3001,ad_4001,conv_9002,15,0.00,USD
2024-03-10,cust_1001,cmp_2001,adg_3001,ad_4002,conv_9001,35,2250.00,USD
2024-03-10,cust_1001,cmp_2001,adg_3001,ad_4002,conv_9002,10,0.00,USD
2024-03-10,cust_1001,cmp_2001,adg_3002,ad_4003,conv_9001,30,2000.00,USD
2024-03-10,cust_1001,cmp_2001,adg_3002,ad_4003,conv_9002,10,0.00,USD
2024-03-10,cust_1001,cmp_2002,adg_3003,ad_4004,conv_9001,160,12000.00,USD
2024-03-10,cust_1001,cmp_2002,adg_3003,ad_4004,conv_9002,40,0.00,USD
2024-02-10,cust_1002,cmp_2003,adg_3004,ad_4005,conv_9004,60,4500.00,EUR
2024-02-10,cust_1002,cmp_2003,adg_3004,ad_4005,conv_9005,30,0.00,EUR
2024-03-11,cust_1001,cmp_2001,adg_3001,ad_4001,conv_9001,54,3500.00,USD
2024-03-11,cust_1001,cmp_2001,adg_3001,ad_4001,conv_9002,16,0.00,USD
2024-03-11,cust_1001,cmp_2001,adg_3001,ad_4002,conv_9001,40,2500.00,USD
2024-03-11,cust_1001,cmp_2001,adg_3001,ad_4002,conv_9002,10,0.00,USD
2024-03-11,cust_1001,cmp_2001,adg_3002,ad_4003,conv_9001,30,2000.00,USD
2024-03-11,cust_1001,cmp_2001,adg_3002,ad_4003,conv_9002,10,0.00,USD
2024-03-11,cust_1001,cmp_2002,adg_3003,ad_4004,conv_9001,150,11400.00,USD
2024-03-11,cust_1001,cmp_2002,adg_3003,ad_4004,conv_9002,40,0.00,USD
2024-02-11,cust_1002,cmp_2003,adg_3004,ad_4005,conv_9004,55,4250.00,EUR
2024-02-11,cust_1002,cmp_2003,adg_3004,ad_4005,conv_9005,30,0.00,EUR
