Id,Pricebook2Id,Product2Id,UnitPrice,IsActive,CurrencyIsoCode
01uxx000001PE01AAG,01sxx000000StdAAB,01txx00000P100AAB,1000,true,USD
01uxx000001PE02AAG,01sxx000000StdAAB,01txx00000P200AAB,5000,true,USD
01uxx000001PE03AAG,01sxx000000StdAAB,01txx00000SVC10AAB,250,true,USD
01uxx000001PE04AAG,01sxx000000EntAAB,01txx00000P100AAB,950,true,USD
01uxx000001PE05AAG,01sxx000000EntAAB,01txx00000P200AAB,4800,true,USD
01uxx000001PE06AAG,01sxx000000EntAAB,01txx00000SVC10AAB,225,true,USD
01uxx000001PE07AAG,01sxx000000StdAAB,01txx00000P100AAB,900,true,EUR
01uxx000001PE08AAG,01sxx000000StdAAB,01txx00000P200AAB,4500,true,EUR
01uxx000001PE09AAG,01sxx000000StdAAB,01txx00000SVC10AAB,200,true,EUR
01uxx000001PE10AAG,01sxx000000StdAAB,01txx00000P100AAB,800,true,GBP
01uxx000001PE11AAG,01sxx000000StdAAB,01txx00000P200AAB,4200,true,GBP
01uxx000001PE12AAG,01sxx000000StdAAB,01txx00000SVC10AAB,190,true,GBP
